case_id,state,district,project_type,project_category,priority,land_area_acres,number_of_landowners,number_of_land_parcels,affected_villages,affected_households,private_land_pct,government_land_pct,current_stage,days_in_current_stage,survey_completed,ownership_verification_pending,notification_pending,objection_count,compensation_pending,approval_pending,pending_documents,missing_documents,dispute_count,court_case,total_processing_days,previous_stage_delay_days,district_historical_delay_rate,historical_average_delay_days,similar_case_average_delay_days,seasonal_factor,staff_workload_ratio,budget_release_delay_days,compensation_amount_lakh,delayed,expected_additional_delay_days
LA200315,Telangana,Warangal,Railway,Major Infrastructure,Normal,83.13,33,19,11,22,54,46,Approval,30,1,0,0,2,0,1,2,1,1,0,135,23,0.347,52.7,17.6,1.06,0.85,3,122.16,1,61
LA201273,Maharashtra,Pune,Railway,Major Infrastructure,Normal,80.2,29,15,2,19,81.7,18.3,Compensation,25,1,0,1,3,1,1,0,0,4,1,163,15,0.579,80.6,35.7,0.96,0.37,1,158.49,1,105
LA201942,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,Normal,27.93,28,17,2,26,36.3,63.7,Compensation,14,1,0,0,3,1,0,1,1,3,0,102,10,0.668,93.7,37.2,1.12,0.77,3,98.17,1,54
LA202968,Odisha,Cuttack,Irrigation,Major Infrastructure,High,14.46,32,14,11,25,70.5,29.5,Ownership Verification,6,1,0,0,3,1,0,1,0,0,0,220,25,0.325,47.9,54.4,0.89,0.9,1,66.78,0,57
LA201317,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Normal,87.79,27,13,10,22,51.2,48.8,Award,32,1,0,0,1,1,0,0,0,2,0,200,7,0.415,,43.6,1.03,0.78,3,212.14,1,46
LA200756,Maharashtra,Nagpur,Industrial,Development Project,Normal,48.41,23,10,2,16,85.7,14.3,Ownership Verification,27,1,0,0,6,0,0,2,1,1,0,117,19,0.121,31.2,9.4,1,0.7,3,145.92,0,49
LA201771,Maharashtra,Aurangabad,Industrial,Development Project,Normal,106.27,21,8,1,17,90.1,9.9,Approval,32,0,0,1,1,0,0,1,0,1,0,83,3,0.364,56.3,26.4,1.17,0.44,5,273.99,1,55
LA201201,Odisha,Ganjam,Industrial,Development Project,Normal,218.52,30,14,8,24,82.8,17.2,Approval,17,1,1,0,6,0,0,4,4,6,1,118,7,0.528,71.3,43.9,1.01,0.56,3,1154.5,1,103
LA202175,Maharashtra,Pune,Highway,Major Infrastructure,Critical,51.87,,12,12,12,30,70,Compensation,35,1,1,0,1,0,0,2,0,3,0,154,8,0.57,78.5,41.8,0.93,0.74,3,175.19,1,78
LA201992,Odisha,Khordha,Public Infrastructure,Development Project,High,61.14,27,17,10,17,62,38,Award,30,1,0,0,4,1,0,1,0,2,0,96,23,0.314,48.5,13.9,0.98,0.28,2,119.4,0,55
LA200880,Karnataka,Belagavi,Railway,Major Infrastructure,Normal,381.78,22,10,6,19,35.9,64.1,Compensation,19,1,0,1,4,1,0,0,0,1,0,263,30,0.152,34.3,34.7,1.14,0.5,1,927.3,1,57
LA200766,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,Normal,177.55,34,14,8,25,64.1,35.9,Objection,27,0,1,1,2,1,0,1,0,2,0,155,20,0.22,30.8,20.6,0.91,0.27,1,622.22,1,56
LA200928,Odisha,Ganjam,Public Infrastructure,Development Project,Normal,184.17,22,12,9,10,89.8,10.2,Ownership Verification,11,1,0,0,0,0,0,0,0,0,0,79,6,0.774,86.5,43.2,1.02,0.72,1,466.45,1,26
LA202378,Telangana,Nalgonda,Railway,Major Infrastructure,Normal,146.67,28,16,5,18,78.5,21.5,Compensation,68,1,0,1,3,1,0,2,1,1,0,150,6,0.543,79.6,44.4,1.08,0.46,5,247.96,1,74
LA201375,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,Normal,41.58,29,13,12,25,73.5,26.5,Survey,43,1,0,0,3,0,0,0,0,3,0,116,3,0.43,69.4,34.8,1.13,0.75,4,224.7,0,39
LA201815,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,High,116.39,34,15,8,19,90,10,Notification,50,1,0,0,1,0,0,5,2,3,0,147,6,0.379,58.2,,1.13,0.64,8,509.18,0,72
LA201799,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,79.18,34,18,5,23,74.2,25.8,Ownership Verification,24,1,1,0,3,0,1,0,0,3,0,133,10,0.614,80.6,33.2,1.07,0.8,4,97.78,1,80
LA200930,Andhra Pradesh,Guntur,Highway,Major Infrastructure,High,27.97,29,22,7,19,55.4,44.6,Ownership Verification,66,1,0,0,3,1,0,7,6,2,0,212,3,0.901,112.8,108.1,1.12,0.74,2,70,1,98
LA200437,Karnataka,Mysuru,Highway,Major Infrastructure,Normal,96.87,27,13,3,20,96.2,3.8,Objection,26,0,0,0,3,0,1,1,0,1,0,134,4,0.529,72,57.6,1.06,0.79,3,220.24,0,48
LA200197,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,55.43,32,18,4,15,46.6,53.4,Notification,25,1,1,0,1,0,0,1,0,0,0,84,3,0.739,100.7,25.1,1.05,0.89,3,146.42,1,41
LA201763,Telangana,Warangal,Public Infrastructure,Development Project,Normal,38.89,33,17,6,16,78.2,21.8,Approval,20,1,0,0,2,0,0,4,3,2,0,95,26,0.588,83.7,57,0.94,0.39,4,150.46,1,52
LA201065,Telangana,Rangareddy,Public Infrastructure,Development Project,Normal,18.34,34,18,3,21,40.9,59.1,Compensation,77,1,0,1,7,1,0,2,0,0,0,221,19,0.885,100,27.4,1.1,0.69,4,71.58,1,83
LA202343,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,Normal,47.56,31,24,4,26,86.2,13.8,Notification,75,1,1,0,5,0,0,2,1,0,0,176,12,0.407,50.1,26.3,0.89,0.7,2,169.08,0,67
LA202529,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,Normal,55.11,19,13,12,7,31.6,68.4,Award,11,1,0,0,4,0,0,1,0,1,0,128,28,0.335,59.6,31.1,0.92,0.67,3,262.6,0,37
LA201269,Telangana,Hyderabad,Industrial,Development Project,Normal,57.32,38,23,4,24,32.6,67.4,Compensation,78,1,0,0,5,1,0,1,1,1,0,148,17,0.514,63.7,37.5,1.01,0.7,6,123.84,1,86
LA202324,Odisha,Puri,Irrigation,Major Infrastructure,High,97.56,30,16,3,12,67.9,32.1,Compensation,36,1,0,0,1,1,0,2,0,1,0,156,16,0.473,73.1,40.6,0.92,0.46,4,131.53,1,59
LA202780,Andhra Pradesh,Tirupati,Railway,Major Infrastructure,Normal,36.91,29,10,10,25,93,7,Approval,22,1,0,0,1,1,1,2,1,2,0,123,6,0.534,69.3,69.3,1,0.38,3,111.2,1,48
LA202226,Telangana,Rangareddy,Industrial,Development Project,Normal,124.3,30,12,11,25,35.4,64.6,Notification,24,1,0,0,5,0,0,2,1,1,0,132,22,0.864,111.1,50.4,0.96,0.65,8,596.61,1,53
LA200451,Odisha,Sambalpur,Public Infrastructure,Development Project,Critical,42.96,34,19,5,23,59.1,40.9,Survey,28,1,0,0,1,1,1,1,0,1,0,101,9,0.618,86.5,65.4,0.94,0.84,3,76.24,1,71
LA202165,Maharashtra,Kolhapur,Highway,Major Infrastructure,Normal,51.28,34,22,4,30,49,51,Notification,19,1,0,1,2,0,0,0,0,2,0,175,2,0.269,46.5,64.5,0.98,0.74,3,213.48,1,40
LA202373,Odisha,Khordha,Irrigation,Major Infrastructure,Normal,45.7,27,11,9,26,62.7,37.3,Approval,16,1,0,0,2,0,1,2,2,1,0,121,4,0.407,47.8,30.9,0.97,0.83,5,37.08,1,51
LA202013,Telangana,Hyderabad,Highway,Major Infrastructure,Normal,62.71,38,27,10,23,63.3,36.7,Compensation,110,1,0,1,0,0,0,0,0,3,0,182,12,0.593,86.1,42.1,1.11,0.38,7,132.78,1,80
LA200271,Telangana,Medchal-Malkajgiri,Railway,Major Infrastructure,Normal,30.41,21,15,11,17,80.1,19.9,Approval,55,1,0,0,1,0,0,0,0,3,0,122,10,0.245,43,27.3,1.08,0.59,6,117.99,1,55
LA201841,Karnataka,Tumakuru,Highway,Major Infrastructure,Normal,434.05,36,17,4,30,35.3,64.7,Ownership Verification,13,1,1,0,2,0,0,2,2,0,0,177,5,0.48,60.3,30.9,1.03,0.5,4,458.53,1,63
LA202935,Karnataka,Belagavi,Highway,Major Infrastructure,High,55.59,24,8,11,11,68.1,31.9,Notification,9,1,0,1,2,0,0,1,0,0,0,128,37,0.165,38,33.1,0.98,0.91,3,254.7,1,51
LA200979,Maharashtra,Aurangabad,Highway,Major Infrastructure,Critical,106.02,27,12,3,23,30.6,69.4,Award,28,1,0,0,4,1,0,1,0,1,0,123,10,0.24,43.7,58,0.93,0.33,2,340.24,0,37
LA202167,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,130.61,34,16,12,20,46.5,53.5,Approval,5,1,0,0,1,0,0,0,0,1,0,157,14,0.476,65.6,21.4,1.01,0.34,8,264.44,1,40
LA200355,Odisha,Puri,Public Infrastructure,Development Project,Critical,110.27,33,16,12,23,32.5,67.5,Ownership Verification,19,1,1,0,7,1,0,2,0,2,0,109,16,0.654,83.5,36.1,0.97,0.38,6,127.72,1,88
LA201877,Odisha,Ganjam,Highway,Major Infrastructure,Normal,96.68,30,17,1,25,83,17,Objection,13,1,0,0,0,0,0,1,0,5,1,224,8,0.346,49.6,29.8,1.06,0.56,1,418.22,1,64
LA200185,Andhra Pradesh,Tirupati,Railway,Major Infrastructure,Normal,102.64,36,24,9,19,92.7,7.3,Compensation,50,1,0,0,1,0,0,1,1,2,0,115,8,0.622,87.8,43.7,1.09,0.61,2,455.94,1,35
LA202745,Telangana,Hyderabad,Public Infrastructure,Development Project,Normal,106.01,23,17,7,16,87.1,12.9,Notification,32,1,1,1,4,0,0,1,1,3,0,138,4,0.623,80.3,44.1,1.09,0.58,6,445.72,0,70
LA201615,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,27.6,27,18,9,17,32.1,67.9,Compensation,50,1,1,0,5,1,0,2,2,0,0,230,10,0.518,72,51.8,1.15,0.74,1,48.08,1,79
LA202760,Odisha,Puri,Highway,Major Infrastructure,Normal,51.33,,16,1,16,60.2,39.8,Award,90,0,0,1,2,0,0,1,0,1,0,206,4,0.414,54.3,46.3,0.88,0.8,4,142.75,1,66
LA201707,Maharashtra,Kolhapur,Public Infrastructure,Development Project,High,135.24,33,25,7,24,65.6,34.4,Notification,23,1,1,1,2,0,0,3,2,1,0,96,14,0.422,62.3,28.1,1.16,0.79,1,433.46,0,65
LA201862,Karnataka,Belagavi,Public Infrastructure,Development Project,Normal,438.6,37,17,6,14,91.2,8.8,Approval,17,1,1,0,5,0,1,,0,1,0,153,44,0.587,87.4,57.1,0.98,0.64,3,1198.44,1,81
LA200247,Karnataka,Mysuru,Highway,Major Infrastructure,Critical,43.86,32,11,11,23,69.8,30.2,Ownership Verification,7,1,1,0,4,1,0,,0,1,0,77,14,0.598,95,84,1.07,0.49,4,107.32,0,58
LA200556,Andhra Pradesh,Visakhapatnam,Industrial,Development Project,Normal,114.96,37,24,9,22,46.5,53.5,Compensation,18,1,0,0,4,1,1,2,1,2,0,138,6,0.61,72.4,43.3,1.18,0.74,4,341.34,1,65
LA201753,Odisha,Khordha,Irrigation,Major Infrastructure,Normal,109.54,27,10,2,23,50.4,49.6,Award,21,1,0,1,1,0,1,2,0,3,0,120,18,0.63,87.6,56.9,0.95,0.89,6,316.57,1,72
LA201365,Odisha,Ganjam,Industrial,Development Project,High,41.71,32,24,2,27,35.8,64.2,Compensation,18,0,0,0,3,1,0,1,1,2,1,115,8,0.392,57.4,28.6,1.08,0.66,5,191.49,0,69
LA200068,Maharashtra,Nagpur,Public Infrastructure,Development Project,Normal,47.88,29,14,3,19,92.4,7.6,Objection,14,1,0,0,2,0,0,2,0,5,0,108,1,0.328,49.4,34.7,1.02,0.7,5,117.74,0,51
LA202619,Maharashtra,Pune,Highway,Major Infrastructure,Normal,26.67,24,10,5,16,38.1,61.9,Approval,53,1,0,1,1,0,0,3,0,4,0,130,6,0.162,33.9,40.5,0.89,0.65,6,79.4,1,74
LA202285,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,High,101.34,33,24,2,24,97.2,2.8,Award,40,1,0,0,1,0,0,2,2,3,0,154,10,0.278,56.2,34.8,1.07,0.53,0,239.1,1,56
LA200533,Andhra Pradesh,NTR,Highway,Major Infrastructure,Normal,,33,24,7,20,30.4,69.6,Ownership Verification,9,0,1,0,0,1,0,2,0,2,0,160,17,0.247,48.9,14.2,1.11,0.45,1,244.1,1,65
LA202874,Andhra Pradesh,NTR,Industrial,Development Project,Normal,158.54,40,25,1,37,39,61,Compensation,84,1,1,0,3,0,1,3,2,3,0,183,17,0.635,75.2,55.8,0.93,0.62,5,585.82,0,99
LA202706,Odisha,Cuttack,Highway,Major Infrastructure,Normal,155.58,22,11,2,17,38.1,61.9,Ownership Verification,51,0,1,0,2,0,1,1,1,2,0,140,3,0.687,75.1,31.7,1.05,0.92,4,194.15,1,67
LA201503,Karnataka,Belagavi,Highway,Major Infrastructure,Normal,42.94,29,11,6,20,80.5,19.5,Notification,8,1,0,1,3,0,0,2,2,2,0,95,7,0.244,38.4,33.6,1.09,0.93,3,79.22,1,48
LA200762,Andhra Pradesh,Visakhapatnam,Irrigation,Major Infrastructure,Normal,19.58,33,12,5,25,38.8,61.2,Award,52,1,0,0,4,1,0,2,1,3,0,158,18,0.352,49.8,30.9,0.97,0.88,3,35.81,1,79
LA202753,Odisha,Khordha,Railway,Major Infrastructure,Normal,50.46,31,18,8,9,90.5,9.5,Compensation,27,1,0,1,2,1,0,2,1,0,0,100,6,0.164,36.3,23.4,0.88,0.6,4,43.47,1,47
LA201212,Andhra Pradesh,Krishna,Highway,Major Infrastructure,High,63.64,29,19,5,10,82.6,17.4,Objection,62,1,0,0,1,0,0,2,1,2,0,145,20,0.534,72.3,42.6,0.97,0.48,4,191.33,1,61
LA202244,Andhra Pradesh,Guntur,Industrial,Development Project,Normal,110.13,23,17,3,14,82.4,17.6,Ownership Verification,2,1,0,0,4,1,0,0,0,2,0,81,6,0.479,68.5,36.4,0.99,0.57,8,320.27,0,51
LA201794,Telangana,Hyderabad,Public Infrastructure,Development Project,Normal,44.83,33,16,12,17,33.5,66.5,Award,7,1,1,0,2,0,0,1,1,2,0,166,30,0.584,73.3,23.4,1.16,0.6,3,108.85,1,79
LA200536,Maharashtra,Pune,Public Infrastructure,Development Project,Normal,71.5,34,16,10,18,55.9,44.1,Ownership Verification,7,1,1,1,2,0,1,2,0,1,0,88,10,0.272,43.9,63.3,0.94,0.68,5,233.63,1,64
LA201747,Andhra Pradesh,Guntur,Industrial,Development Project,High,37.53,29,12,10,8,47.8,52.2,Survey,18,1,0,0,3,0,0,2,1,0,0,92,5,0.371,57.7,37.5,1.05,0.61,1,67.82,1,27
LA200464,Telangana,Warangal,Railway,Major Infrastructure,Critical,61.77,26,15,2,13,33.9,66.1,Notification,37,1,0,0,3,0,0,0,0,1,0,116,14,0.455,62,26.8,1.08,0.49,3,51.53,0,33
LA202678,Odisha,Cuttack,Industrial,Development Project,Normal,28.39,31,23,5,18,45.7,54.3,Award,3,1,0,0,3,1,0,0,0,2,0,77,7,0.604,80.2,37.5,1.07,0.19,4,33.94,1,48
LA201840,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,85.48,40,27,11,26,94.4,5.6,Notification,19,1,0,0,0,1,0,1,1,1,0,123,5,0.675,91,83.9,1.05,0.38,4,214.9,1,47
LA202863,Andhra Pradesh,Krishna,Railway,Major Infrastructure,High,150,25,12,4,14,93.2,6.8,Survey,90,1,0,0,3,0,0,3,0,1,0,193,12,0.37,64.2,49.7,1.09,0.85,1,650.24,1,54
LA200125,Maharashtra,Nashik,Irrigation,Major Infrastructure,High,28.03,32,21,1,15,58.3,41.7,Approval,15,0,0,0,2,0,0,0,0,0,0,138,37,0.768,96.8,41.6,0.96,0.42,6,33.06,1,56
LA200179,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Normal,39.6,37,27,1,23,88.2,11.8,Ownership Verification,33,1,1,1,2,0,1,0,0,2,0,162,1,0.484,67.3,44.7,1.17,0.57,6,185.75,1,64
LA200193,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Normal,28.84,24,11,11,19,69.3,30.7,Compensation,22,1,0,0,1,1,0,3,2,3,0,97,12,0.289,44.4,27.2,1.03,0.46,2,37.14,1,66
LA202308,Telangana,Nalgonda,Railway,Major Infrastructure,Normal,67.68,33,21,7,25,86.6,13.4,Objection,55,1,1,0,5,0,0,1,0,0,0,141,3,0.481,67.1,28.8,1.12,0.6,6,242.97,1,57
LA201430,Odisha,Cuttack,Public Infrastructure,Development Project,Normal,123.18,24,11,4,12,67.7,32.3,Award,4,0,0,0,2,0,0,2,0,1,0,173,15,0.454,72,37.3,1.08,0.49,3,449.28,1,39
LA201692,Telangana,Rangareddy,Public Infrastructure,Development Project,High,59.76,40,29,8,31,32.5,67.5,Objection,16,0,0,0,1,0,0,1,0,3,1,109,4,0.246,41,55.7,0.93,0.57,3,80.78,1,62
LA200742,Odisha,Cuttack,Public Infrastructure,Development Project,High,12.81,33,19,12,21,78.5,21.5,Approval,12,1,0,0,2,0,0,1,1,3,1,112,2,0.431,65.2,30.8,1.14,0.76,3,39.37,0,65
LA201035,Maharashtra,Pune,Highway,Major Infrastructure,Normal,30.16,22,9,12,12,56.8,43.2,Survey,63,1,0,0,2,1,0,1,1,2,0,146,5,0.66,78.4,37.2,1.04,0.55,5,78.55,1,67
LA201967,Telangana,Nalgonda,Irrigation,Major Infrastructure,High,38.01,28,21,10,18,94.5,5.5,Ownership Verification,127,1,1,0,2,0,0,2,0,4,0,256,8,0.324,50,33.6,1.11,0.74,8,35.29,1,98
LA200479,Karnataka,Mysuru,Industrial,Development Project,Normal,45.9,26,12,3,21,66.6,33.4,Approval,24,1,0,0,1,0,1,0,0,1,0,155,4,0.066,24.4,24.6,1.17,0.94,1,48.55,0,39
LA201028,Karnataka,Bengaluru Rural,Highway,Major Infrastructure,Critical,37.31,33,26,10,30,89.5,10.5,Notification,18,1,1,0,3,0,0,1,0,3,0,83,5,0.503,72.5,20,1.06,0.78,4,115.7,0,50
LA202602,Karnataka,Belagavi,Public Infrastructure,Development Project,High,166.55,24,13,11,16,62.5,37.5,Survey,42,0,0,0,4,0,0,1,0,3,0,147,5,0.381,50,30.9,0.95,0.7,4,282.16,0,33
LA200369,Karnataka,Dharwad,Public Infrastructure,Development Project,Critical,52.63,25,17,12,15,69.8,30.2,Objection,11,1,0,0,2,0,0,1,0,1,0,119,10,0.564,77.7,33.4,1,0.23,4,168.33,1,44
LA202524,Andhra Pradesh,Guntur,Highway,Major Infrastructure,High,64.66,34,16,4,23,60.1,39.9,Notification,36,1,0,0,3,0,0,3,1,0,0,167,41,0.479,68.7,25.8,1.09,0.56,3,288.49,1,68
LA200846,Odisha,Cuttack,Industrial,Development Project,Normal,110.76,38,23,2,20,75.4,24.6,Possession,61,1,1,0,3,1,0,1,0,2,1,138,8,0.304,52.3,31.2,0.89,0.85,3,159.4,1,91
LA200257,Karnataka,Belagavi,Industrial,Development Project,Critical,228.32,31,19,11,27,48.4,51.6,Award,24,1,0,0,2,0,1,1,1,1,0,128,21,0.211,39.6,8.2,1.07,0.31,4,676.47,1,47
LA201223,Maharashtra,Kolhapur,Railway,Major Infrastructure,High,29.87,,14,2,21,84.3,15.7,Approval,67,0,0,0,1,0,1,2,0,0,1,145,22,0.602,79.6,46.7,1.14,0.77,4,86.15,1,85
LA201993,Maharashtra,Pune,Highway,Major Infrastructure,High,69.26,35,20,11,13,44.6,55.4,Approval,31,1,0,0,3,1,1,5,2,3,0,105,10,0.301,47.6,17.4,1.13,0.63,1,123.06,1,85
LA200212,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Normal,17.8,28,21,5,13,49.7,50.3,Ownership Verification,22,0,0,0,3,0,0,1,0,2,1,123,8,0.563,82.3,36.5,0.94,0.58,3,35.14,1,60
LA202690,Andhra Pradesh,NTR,Highway,Major Infrastructure,Normal,62.37,28,20,7,18,79.5,20.5,Award,37,1,0,0,5,0,0,1,1,2,0,113,4,0.5,81.1,,0.94,0.75,0,100.95,1,47
LA201950,Odisha,Sambalpur,Industrial,Development Project,Normal,72.03,35,20,3,21,67.2,32.8,Ownership Verification,77,1,1,0,2,0,0,2,2,1,0,162,3,0.231,44.8,59.7,0.97,0.95,7,341.33,1,68
LA201363,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,82.72,41,26,6,25,35.2,64.8,Compensation,102,1,0,0,3,0,0,2,1,4,0,233,9,0.632,90.4,25.3,1.06,0.67,6,366.93,1,80
LA202152,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,62.02,39,29,7,25,86.8,13.2,Compensation,6,0,0,0,0,1,0,4,3,1,0,147,24,0.565,81.7,22.8,0.97,0.35,2,181.68,1,74
LA202154,Telangana,Nalgonda,Public Infrastructure,Development Project,High,52.12,34,21,11,25,36.6,63.4,Award,30,0,0,0,3,0,1,3,1,2,0,137,10,0.833,102.7,49.7,1.1,0.88,3,170.49,1,78
LA200568,Maharashtra,Kolhapur,Industrial,Development Project,Critical,42,32,15,7,16,72.3,27.7,Ownership Verification,49,1,1,0,3,0,0,3,2,0,0,239,57,0.226,31.4,38.7,1.08,0.86,2,153.68,0,94
LA202207,Telangana,Warangal,Irrigation,Major Infrastructure,High,104.65,33,22,11,22,64.8,35.2,Possession,44,1,1,1,3,0,0,4,3,2,0,203,7,0.442,73.3,18.8,1.16,0.76,1,64.59,1,78
LA202094,Telangana,Rangareddy,Irrigation,Major Infrastructure,Critical,30.8,43,32,5,29,99.1,0.9,Award,48,1,1,0,3,0,0,2,1,4,0,135,6,0.4,60.2,32.1,1.06,0.23,3,35.25,0,73
LA201711,Odisha,Sambalpur,Highway,Major Infrastructure,Normal,84.25,36,15,4,27,39.1,60.9,Ownership Verification,27,0,1,0,2,0,0,3,0,5,0,100,6,0.274,49.2,31.7,0.9,0.93,4,155.05,1,63
LA201264,Andhra Pradesh,Visakhapatnam,Industrial,Development Project,Critical,24.68,41,25,4,31,75.6,24.4,Notification,93,1,0,1,1,0,0,0,0,3,0,236,6,0.318,50.6,59.2,1.16,0.61,2,33.02,1,72
LA202124,Maharashtra,Aurangabad,Highway,Major Infrastructure,High,37.14,27,19,8,10,88.6,11.4,Compensation,33,1,0,0,1,1,1,0,0,1,0,170,9,0.573,66.7,39,1.03,0.68,4,170.93,0,62
LA200799,Maharashtra,Nagpur,Industrial,Development Project,Normal,131.1,22,9,2,19,76.6,23.4,Objection,107,1,0,1,2,0,0,1,1,2,0,208,12,0.567,83.6,41.8,0.97,0.67,8,131.46,1,74
LA200081,Odisha,Sambalpur,Industrial,Development Project,Critical,14.73,32,11,2,24,66.9,33.1,Notification,13,1,1,0,2,0,0,3,1,3,0,146,27,0.544,65.3,32.2,0.97,0.33,6,59.47,1,72
LA200033,Odisha,Khordha,Public Infrastructure,Development Project,Normal,57.87,29,16,3,17,63.9,36.1,Notification,2,0,0,0,3,0,0,0,0,2,0,147,5,0.748,98.1,73.2,0.95,0.45,5,79.73,1,17
LA200415,Odisha,Sambalpur,Highway,Major Infrastructure,Normal,21.14,33,22,10,23,64.7,35.3,Survey,48,0,1,0,3,1,0,0,0,1,0,162,5,0.606,75.5,35.3,0.92,0.79,1,114.75,1,70
LA201805,Andhra Pradesh,Guntur,Irrigation,Major Infrastructure,Normal,27.05,31,17,5,22,59.9,40.1,Compensation,47,1,0,0,3,1,0,1,0,0,0,145,14,0.372,61.8,17.9,1.07,0.78,4,37.65,1,62
LA202214,Maharashtra,Nashik,Irrigation,Major Infrastructure,Normal,47.32,29,21,3,27,80.6,19.4,Survey,27,1,0,1,5,1,1,0,0,3,1,72,7,0.507,63.8,41.4,1.05,0.59,3,203.54,1,79
LA201322,Telangana,Hyderabad,Highway,Major Infrastructure,Normal,29.65,27,17,4,18,49.2,50.8,Objection,,1,0,0,1,1,0,4,1,1,0,218,10,0.267,41.9,25.1,0.95,0.73,2,57.63,1,56
LA201568,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Normal,94.74,30,21,11,18,53.8,46.2,Possession,21,1,0,0,3,0,0,2,1,2,1,160,28,0.39,68.3,95.8,1.04,0.31,3,222.87,1,72
LA200784,Maharashtra,Nashik,Highway,Major Infrastructure,Normal,95.04,31,11,9,20,47.8,52.2,Notification,59,1,0,1,1,0,0,2,2,2,0,196,26,0.734,98.1,,0.89,0.52,7,292.42,1,74
LA202992,Telangana,Rangareddy,Industrial,Development Project,High,138.79,28,16,10,11,92.7,7.3,Approval,3,1,0,0,3,0,1,0,0,1,0,144,12,0.381,66.2,90.1,1.12,0.55,1,549.58,1,37
LA201413,Odisha,Ganjam,Railway,Major Infrastructure,High,86.07,26,19,3,15,34.1,65.9,Award,39,1,0,1,0,0,0,4,1,1,0,134,13,0.455,71.1,59.5,0.95,0.54,6,400.7,1,77
LA200458,Maharashtra,Aurangabad,Highway,Major Infrastructure,Normal,25.16,32,21,6,12,51.3,48.7,Survey,42,1,1,0,2,0,0,3,1,0,0,165,12,0.281,36.2,18,1.1,0.45,3,114.89,1,54
LA200140,Karnataka,Tumakuru,Railway,Major Infrastructure,High,93.2,30,13,8,14,40.9,59.1,Compensation,31,1,1,0,3,1,0,0,0,2,0,223,14,0.18,40.7,66.9,1.02,0.54,2,322.17,1,73
LA202231,Maharashtra,Aurangabad,Railway,Major Infrastructure,Critical,246.61,30,12,6,22,67,33,Approval,17,1,1,0,4,0,1,0,0,1,0,136,51,0.406,59.5,31.1,1.1,0.82,6,241.56,1,85
LA201026,Telangana,Hyderabad,Industrial,Development Project,Normal,38.52,31,22,2,20,69.2,30.8,Compensation,32,1,1,0,4,1,0,2,1,1,0,174,26,0.569,71,89.3,1.13,0.81,1,121.19,1,97
LA200089,Karnataka,Mysuru,Highway,Major Infrastructure,Normal,65.89,26,11,4,20,30.7,69.3,Award,30,1,0,0,1,1,0,1,1,3,0,86,3,0.678,90.7,,1.1,0.78,1,278.17,1,75
LA201443,Andhra Pradesh,Guntur,Industrial,Development Project,Critical,248.35,30,20,4,21,51,49,Survey,19,0,0,0,2,0,0,4,4,1,0,117,12,0.456,65.7,56.2,1.02,0.47,3,925.74,1,40
LA201832,Telangana,Medchal-Malkajgiri,Railway,Major Infrastructure,Normal,87.31,34,25,11,19,68.3,31.7,Compensation,16,1,0,1,5,0,0,3,2,2,0,149,6,0.291,48.6,37.7,1.07,0.57,3,458.22,0,49
LA202577,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,Normal,15.06,35,22,10,23,63.5,36.5,Award,6,1,1,0,0,0,0,0,0,0,0,171,2,0.417,61.1,97.1,1.17,0.62,3,39.96,1,47
LA200255,Telangana,Rangareddy,Highway,Major Infrastructure,High,42.83,33,15,11,28,84.8,15.2,Possession,27,1,0,1,0,0,0,3,1,2,0,189,11,0.511,74.7,28.9,1.1,0.86,5,108.12,1,54
LA200606,Telangana,Warangal,Irrigation,Major Infrastructure,Normal,29.94,28,15,3,22,72.9,27.1,Award,32,1,0,0,3,1,0,1,0,1,0,159,4,0.14,28,21.7,1.14,0.59,4,135.63,1,53
LA201045,Maharashtra,Pune,Public Infrastructure,Development Project,Critical,76.07,36,25,10,15,86.4,13.6,Notification,20,1,1,1,3,0,0,3,2,6,1,97,9,0.628,87.5,24.1,1.06,0.74,6,264.1,1,103
LA200569,Andhra Pradesh,Guntur,Irrigation,Major Infrastructure,High,54.37,31,22,4,23,89.9,10.1,Notification,36,0,0,0,1,1,0,1,0,1,0,131,2,0.482,74.1,51.6,0.89,0.52,4,147.5,0,49
